time,input,output,actuator
4.7,0.9695777634567995,1.3517053278722344,-0.5731913466231524
4.75,0.5429450073850153,1.3429359622537533,-1.199986432303107
4.800000000000001,0.48150142062161094,1.328368080102206,-1.2702999892208926
4.8500000000000005,0.5025429191981796,1.307145624001059,-1.2069040572043193
4.9,0.6254587926290525,1.282445682407447,-0.9854803346675919
4.95,0.44045549147276386,1.2572396512528985,-1.225176239670202
5.0,0.6355128611380498,1.2302025162994745,-0.892034482742137
5.050000000000001,0.5936100540800242,1.2050620342391012,-0.9171779702386155
5.1000000000000005,0.5189568624157542,1.1813837952201551,-0.9936403992066014
5.15,0.4258764135017902,1.1571063317396522,-1.096844877356793
5.2,0.6969095657075747,1.1321889476272102,-0.6529190728794534
5.25,0.5587197464005318,1.1112904869776283,-0.8288561108656448
5.300000000000001,0.27469974818809567,1.0906895743234608,-1.2239847392030476
5.3500000000000005,0.371908821550672,1.0652393000118465,-1.0399957176917618
5.4,0.13828689988247578,1.0362936455633538,-1.347010118521317
5.45,0.22037289730249857,1.0018937029734647,-1.1722812085064493
5.5,0.36242119076473356,0.9656106259479365,-0.9047841527748044
5.550000000000001,0.5002136796082971,0.9324368262022965,-0.6483347198909991
5.6000000000000005,0.2965579821845537,0.9042167741142118,-0.9114881878944872
5.65,0.5591022987667233,0.8780915542228389,-0.47848388318417334
5.7,0.46255603416361096,0.8574949793090785,-0.5924084177182013
5.75,0.24859681314417226,0.8393523703390229,-0.8861333357922759
5.800000000000001,0.0031154303675517414,0.8175537055844925,-1.2216574128254112
5.8500000000000005,0.3702256694681766,0.7899596354287922,-0.6296009489409234
5.9,0.24183994442349122,0.7640436516837394,-0.7833055608903723
5.95,0.07770290504571663,0.7381016329886633,-0.9905980919144199
6.0,0.23887923902631503,0.7098155708288136,-0.7064044977037479
6.050000000000001,0.014190418299898977,0.6816022683215034,-1.0011177750324065
6.1000000000000005,0.020109878705346335,0.6504615673457553,-0.9455275329606135
6.15,0.04211736126529776,0.617124532175044,-0.8625107563646195
6.2,0.3551553196533011,0.5849353943132852,-0.3446701119899762
6.25,-0.19432632537130728,0.5573188425291611,-1.1274677518507024
6.300000000000001,-0.044354469120079607,0.5251775603578771,-0.854298044216935
6.3500000000000005,-0.04596982583235627,0.49094062273253525,-0.8053656728473373
6.4,-0.07435705061266157,0.4563555714894999,-0.7960689331532421
6.45,0.283122915967637,0.42347821155744403,-0.21053294338471054
6.5,-0.28298513424922467,0.39611211329843965,-1.0186458713214965
6.550000000000001,0.13170483904154892,0.3661118897518085,-0.3516105760653893
6.6000000000000005,-0.06458798586638961,0.3392090681517893,-0.6056955810272684
6.65,-0.026588311436409412,0.3132545709921149,-0.5097643236427865
6.7,0.0011170956082276196,0.2884658292927466,-0.43102310052677845
6.75,-0.3827360428989984,0.26366746745185665,-0.9696052655262825
6.800000000000001,-0.22237994998027463,0.23304182580756438,-0.6831326636817585
6.8500000000000005,-0.13987621439770279,0.20072400547422256,-0.510900329807888
6.9,-0.6183107836704291,0.16761643247780594,-1.1788908242223526
6.95,-0.11460406988236124,0.1285148559044583,-0.3646783886802293
7.0,-0.17456534245845343,0.09309427251511747,-0.40148942246035635
7.050000000000001,-0.5471967654994118,0.06002768687451039,-0.9108366785608832
7.1000000000000005,-0.2518378917727101,0.023468234751127002,-0.4129591897857557
7.15,-0.5231868138686431,-0.01227221309189302,-0.7663719011651251
7.2,-0.46131277037992635,-0.050291693829049404,-0.6165316148263154
7.25,-0.3916660505661248,-0.0888264928602748,-0.45425933655877504
7.300000000000001,-0.5777562245116464,-0.1263735845869809,-0.6770739598869984
7.3500000000000005,0.05373608327308843,-0.16247981346687176,0.3243238451099403
7.4,-0.537261512257068,-0.1888431100614661,-0.5226276032934029
7.45,-0.321956047213786,-0.21522425999834768,-0.1600976808231575
7.5,-0.5266191032882512,-0.24065799280619316,-0.4289416657230871
7.550000000000001,-0.159741762043089,-0.26599321117607716,0.15937717369948226
7.6000000000000005,-0.6452299305925036,-0.2872479638511844,-0.5369729501119788
7.65,-0.563882897088325,-0.31240671635653683,-0.3772142710976822
7.7,-0.7154358846962291,-0.34114947277810276,-0.5614296178771895
7.75,-0.6833701414525902,-0.3741914573478573,-0.4637680261570994
7.800000000000001,-0.6621122801984655,-0.4095477431999448,-0.378846805497781
7.8500000000000005,-0.8163787937421368,-0.4461075054940711,-0.5554069323720987
7.9,-0.5582448688862368,-0.4843040387668501,-0.1109112451790801
7.95,-0.9954896960764106,-0.5209722060156408,-0.7117762350911547
8.0,-1.1505316458441368,-0.5638095576424805,-0.8800831323024845
8.05,-0.6562080008806627,-0.6123999823621139,-0.06571202777782315
8.1,-0.7820600365334521,-0.6560878534238618,-0.18895827466438553
8.15,-0.7737155293061854,-0.6957343816811385,-0.11697172143757023
8.200000000000001,-0.5898713503643032,-0.7312511839222545,0.21206975033692704
8.25,-0.9012004913331845,-0.7613195023275492,-0.20982148350845292
8.3,-0.5236039677681785,-0.7901515816895768,0.3998214208820974
8.35,-0.8554129711288663,-0.813509069967723,-0.06285585174171493
8.4,-0.9750198454005732,-0.8378508468702848,-0.20575349779543262
8.450000000000001,-0.6443120324675068,-0.8643983230283312,0.3301294358412366
8.5,-1.1572176032139787,-0.8889070130945729,-0.40246588517910875
8.55,-1.1988253431348577,-0.9199878098496305,-0.4182562999278408
8.6,-0.9927754121004072,-0.9569963184142805,-0.053668640529190126
8.65,-0.9704665899860183,-0.9936240076334788,0.03473612647119073
8.700000000000001,-0.9676305821307671,-1.0279743083544308,0.09051558933549553
8.75,-0.9596876326586049,-1.0598976405495188,0.15031501183637092
8.8,-1.0087266134014627,-1.0896162310707698,0.12133442650396054
8.85,-1.403451346709509,-1.1201578546160549,-0.42494023814018134
8.9,-0.8326633690474957,-1.1554080678511927,0.4841170482055454
8.950000000000001,-1.2326611328407018,-1.186279543054383,-0.06957238467947802
9.0,-1.2611333442220247,-1.2187432260130233,-0.0635851773135021
9.05,-1.043243673271487,-1.2528402610101135,0.3143948816079398
9.1,-1.2756411578770583,-1.2846468432794453,0.013508528103580497
9.15,-0.7682007534749867,-1.3150856469054772,0.8203273401457358
9.200000000000001,-1.0531773161633855,-1.3369007277228664,0.42558511733922133
9.25,-0.9533228181665778,-1.354961699134225,0.6024583214514708
9.3,-0.8622083616479377,-1.3689376598118947,0.7600939472459356
9.35,-1.0547980886258341,-1.3786451928832382,0.48577065638610606
9.4,-0.7347265526102,-1.3867812364695167,0.978082025788975
9.450000000000001,-1.2808053960543482,-1.3912754549346482,0.16570508832045006
9.5,-0.5984434872955345,-1.3985450210532304,1.2001523006365438
9.55,-1.0895202353103204,-1.399632036264764,0.4651677014316655
9.600000000000001,-0.9113327288727814,-1.401787172388888,0.7356816652741598
9.65,-0.973931190471719,-1.4037230349579142,0.6446877667292927
9.700000000000001,-1.1974256388272386,-1.407033216066632,0.3144113658590899
9.75,-1.2682315666547797,-1.416084657223447,0.22177963585300087
9.8,-0.8402198908806374,-1.4290628682504405,0.8832644660547047
9.850000000000001,-1.0754759906908362,-1.437986464311429,0.5437657104308893
9.9,-0.8901533163295063,-1.445551545727991,0.8330973440977271
9.950000000000001,-0.8369119908633352,-1.4492716383420938,0.9185394712181378
10.0,-0.9170008813337064,-1.4488512328906187,0.7977755273353684
