time,input,output,actuator
0.0,-0.3140274976886508,0.0,-0.4710412465329762
0.05,0.08580400584063418,-0.0026499025011268236,0.1326808625126415
0.1,0.20718384579812313,-0.0031156620194366636,0.3154492617263397
0.15000000000000002,-0.22462200271046995,-0.00026526419749348134,-0.3365351077694647
0.2,0.2941249188983357,-9.925346626900297e-05,0.44133625854690706
0.25,-0.36314628894027756,0.0027254423185674834,-0.5488075968882675
0.30000000000000004,0.33872047683939577,0.0008103232160270777,0.506865230435053
0.35000000000000003,-0.24677558919983852,0.003009617006114678,-0.3746778093089298
0.4,0.2170088731964002,0.0024107817869820167,0.32189713711412726
0.45,0.24278808142063152,0.006225244589837569,0.35484425524619095
0.5,0.24522576354889866,0.015539242874473278,0.34452978101163806
0.55,0.08772792822062903,0.027860530532133942,0.08980109653274262
0.6000000000000001,0.015293950797850953,0.03871750128295254,-0.03513532572765238
0.65,0.13290873377679124,0.04691147308324121,0.12899589104032505
0.7000000000000001,0.34487775996119036,0.056088840720834615,0.43318337886053365
0.75,0.49178029272375157,0.07103516638793583,0.6311176895037236
0.8,0.5927127683994282,0.09392345699235383,0.7481839671106116
0.8500000000000001,0.42534694181938054,0.12359295390109444,0.4526309818774292
0.9,0.5895073472147978,0.15555934714163944,0.6509220001097376
0.9500000000000001,0.8216057358562578,0.19209367545506087,0.9442680906017955
1.0,0.6606640468768958,0.23537665466863253,0.637931088312395
1.05,0.29011822848247937,0.27860968753134124,0.017262811426707186
1.1,0.556798384485627,0.31469116669020814,0.3631608266931283
1.1500000000000001,0.7685233245944831,0.3496242758642223,0.6283485730953913
1.2000000000000002,0.287319603808089,0.38575646730550345,-0.14765529524612164
1.25,0.5830036208290174,0.41540899787078317,0.2513919344373513
1.3,0.5787774568736812,0.44346227999334265,0.20297276532050784
1.35,0.8575301340966897,0.4724973160587239,0.5775492270569487
1.4000000000000001,0.4797088617209362,0.5049591408442242,-0.03787541868493205
1.4500000000000002,0.527557800974871,0.5335252143988057,-0.008951120135902046
1.5,1.160064480938599,0.5613674802144023,0.8980455010862949
1.55,0.6933411766803683,0.5979010552778631,0.14316018210375786
1.6,0.8405892738779127,0.6344925518901674,0.30914508298161797
1.6500000000000001,0.8001783350360077,0.6709941185081021,0.19377632479185836
1.7000000000000002,0.9936569948828906,0.7076121279841548,0.42906730034810364
1.75,0.6926689986616312,0.7455433306182531,-0.07931149793493275
1.8,0.8332064396679263,0.7795592319563203,0.08047081156740904
1.85,0.8246579145856812,0.8115119292162548,0.019718978054139524
1.9000000000000001,0.6708215009334928,0.8410738692034136,-0.2553785524048813
1.9500000000000002,0.7367117574398192,0.8658140236213776,-0.1936533992723376
2.0,0.5214288275373591,0.8861954679274696,-0.5471499605851657
2.0500000000000003,0.9622307976680894,0.9016473799473224,0.09087512658115054
2.1,0.8717415347819032,0.9202830995666457,-0.07281234717711371
2.15,0.7409746914752369,0.9403057441445796,-0.29899657900401405
2.2,0.9466284479123659,0.9591239187821343,-0.01874320630465265
2.25,0.8868985079975914,0.979752205761688,-0.13928054664614486
2.3000000000000003,0.9320956608578272,1.0012457437070896,-0.10372512427389358
2.35,0.9867302043570563,1.0238136276099765,-0.05562513487938037
2.4000000000000004,0.6713841885693264,1.0463059799439258,-0.5623826870618992
2.45,0.8587200230344716,1.063578691686455,-0.307288002977975
2.5,1.0481953887343471,1.0800333675847116,-0.04775696827554665
2.5500000000000003,0.6993133400849985,1.0981868225285538,-0.598310223665333
2.6,1.4439081340224722,1.1152567167460161,0.4929771259146841
2.6500000000000004,1.2448596207013531,1.142754174209549,0.15315816973770613
2.7,0.6496352808406067,1.1733950925875432,-0.7856397176204046
2.75,0.906307960046072,1.1949010028596274,-0.4328895642203332
2.8000000000000003,1.008799678374304,1.212432736285174,-0.30544958686630475
2.85,0.9804004914293374,1.229749777753974,-0.37402392948695506
2.9000000000000004,1.3997010546321214,1.2486543504708263,0.2265700562419426
2.95,0.46935668829389665,1.2712996574754503,-1.2029144537723304
3.0,0.8709306437930732,1.282467481300702,-0.6173052562614432
3.0500000000000003,1.075215575331184,1.2900352133182393,-0.3222294569805829
3.1,0.7302082979412652,1.298748509449743,-0.8528103172627168
3.1500000000000004,1.033066903918744,1.304033170996627,-0.4064494006168248
3.2,0.8631060655258139,1.3101744590852735,-0.6706025903391895
3.25,0.9060958275583316,1.3151185393065312,-0.6135340676222993
3.3000000000000003,0.931641913271671,1.3193448743223777,-0.5815544415760601
3.35,0.8664316096315778,1.3233212760699056,-0.6853344996574916
3.4000000000000004,0.33405022658435723,1.3231889812127948,-1.4837081319426564
3.45,1.0587784521486527,1.3136113062201253,-0.3822492811072089
3.5,0.8175371321707289,1.3077494063160255,-0.735318411217945
3.5500000000000003,0.8897272596455161,1.3035325363297043,-0.6207079150262823
3.6,1.1538943870300127,1.3022256892041502,-0.22249695326120622
3.6500000000000004,1.111689512027949,1.308044503513617,-0.2945324872285019
3.7,0.9377587311923626,1.3181702537559032,-0.570617283845311
3.75,0.9002933776076503,1.3274582389287959,-0.6407472919817184
3.8000000000000003,0.8296966610678402,1.3341693738461675,-0.7567090691674909
3.85,1.0126190728133155,1.338406402949424,-0.48868099520416275
3.9000000000000004,1.2002182178340481,1.3449462678525985,-0.21709207502782557
3.95,0.9969206203607162,1.3562443290230195,-0.538985562993455
4.0,1.0208129723967991,1.3677479223896258,-0.52040242498924
4.05,0.8803045936121006,1.378030768291055,-0.7465892620184318
4.1000000000000005,1.1325405702895253,1.386021554395247,-0.3802214761585826
4.15,0.9552610196553828,1.3954986322442422,-0.6603564188832891
4.2,1.0123455199282794,1.403871879453891,-0.5872895392884173
4.25,0.5672034893560591,1.4093391023462436,-1.2632034194852766
4.3,0.716726320322965,1.405303196601589,-1.0328653144179358
4.3500000000000005,1.3828547819211299,1.399045637327921,-0.024286283110186657
4.4,0.9800976054583764,1.4024774503840494,-0.6335697673885095
4.45,0.7527500518750813,1.406709430973945,-0.9809390686482955
4.5,0.6307015229681557,1.4047760465781625,-1.1611117854150101
4.55,0.5724811659504615,1.3950007644587916,-1.2337793977624951
4.6000000000000005,0.7508303939546345,1.3792349924068898,-0.942606897678383
4.65,0.891975808632312,1.3634239319278942,-0.7071721849433734
